# kind	author	title	category
# 感情起伏の三百選(2026-08-17)から長編・分冊級 12 作を除外し、短中編 12 作を補充した本選 300。
# pool は照合不能・字数超過時の補充候補(上から順に採用)。author は青空文庫の 姓+名 表記。
pool	江戸川乱歩	日記帳	探偵怪奇
pool	江戸川乱歩	一枚の切符	探偵怪奇
pool	夢野久作	木魂	探偵怪奇
pool	泉鏡花	国貞えがく	鏡花
pool	泉鏡花	薬草取	鏡花
pool	樋口一葉	わかれ道	一葉
pool	新美南吉	最後の胡弓弾き	児童文学
pool	小川未明	殿さまの茶わん	児童文学
pool	小林多喜二	独房	プロレタリア
pool	宮沢賢治	やまなし	賢治
pool	谷崎潤一郎	恐怖	耽美
pool	谷崎潤一郎	小さな王国	耽美
pool	永井荷風	ひかげの花	耽美
pool	島崎藤村	ある女の生涯	自然主義
pool	石川啄木	二筋の血	詩歌
pool	三遊亭円朝	闇夜の梅	語り物
pool	江戸川乱歩	一寸法師	探偵怪奇
pool	夢野久作	いなか、の、じけん	探偵怪奇
pool	徳永直	麦の芽	プロレタリア
